event_id,user_id,product_id,category,event_type,price,quantity,revenue,device,country,session_id,event_time
e_018585,u_00246,p_0030,apparel,page_view,306.52,,0.0,desktop,BR,s_000763,2026-01-20T18:45:44+00:00
e_006835,u_00146,p_0080,beauty,remove_from_cart,36.69,,0.0,mobile,BR,s_005003,2026-01-20T18:47:05+00:00
e_012770,u_00452,p_0023,beauty,page_view,387.67,,0.0,tablet,AU,s_000724,2026-01-20T18:48:47+00:00
e_015584,u_00447,p_0020,sports,product_view,415.56,,0.0,mobile,US,s_002653,2026-01-20T18:50:18+00:00
e_005826,u_00311,p_0074,home,add_to_cart,136.2,1,0.0,mobile,GB,s_003791,2026-01-20T19:23:40+00:00
e_017476,u_00171,p_0024,apparel,page_view,428.38,,0.0,tablet,BR,s_000268,2026-01-20T19:56:04+00:00
e_012742,u_00406,p_0015,toys,checkout,52.87,,0.0,desktop,BR,s_006265,2026-01-20T21:16:00+00:00
e_010714,u_00443,p_0043,sports,page_view,374.77,,0.0,desktop,AU,s_005767,2026-01-20T21:29:18+00:00
e_004782,u_00272,p_0018,apparel,add_to_cart,486.69,1,0.0,mobile,JP,s_004694,2026-01-20T21:32:07+00:00
e_006853,u_00105,p_0048,apparel,page_view,80.66,,0.0,tablet,US,s_003076,2026-01-20T21:32:08+00:00
e_015905,u_00038,p_0025,apparel,purchase,193.16,2,386.32,tablet,JP,s_002061,2026-01-20T21:43:02+00:00
e_013838,u_00312,p_0031,home,purchase,269.4,2,538.8,mobile,AU,s_000976,2026-01-20T21:48:09+00:00
e_015403,u_00040,p_0049,home,page_view,397.08,,0.0,mobile,BR,s_001518,2026-01-20T21:56:16+00:00
e_010087,u_00152,p_0069,beauty,page_view,439.61,,0.0,tablet,BR,s_003216,2026-01-20T22:29:38+00:00
e_000276,u_00136,p_0004,apparel,product_view,297.29,,0.0,tablet,DE,s_005910,2026-01-20T22:39:53+00:00
e_000086,u_00246,p_0074,home,page_view,136.2,,0.0,mobile,AU,s_001511,2026-01-20T22:51:56+00:00
e_003961,u_00472,p_0010,electronics,add_to_cart,380.61,1,0.0,mobile,DE,s_002716,2026-01-20T23:04:29+00:00
e_012950,u_00328,p_0026,grocery,product_view,319.66,,0.0,desktop,AU,s_002223,2026-01-20T23:28:00+00:00
e_008452,u_00395,p_0059,sports,page_view,486.08,,0.0,desktop,BR,s_005255,2026-01-20T23:29:27+00:00
e_010364,u_00209,p_0065,electronics,page_view,301.48,,0.0,tablet,BR,s_004661,2026-01-20T23:47:32+00:00
e_004331,u_00359,p_0053,electronics,add_to_cart,341.74,2,0.0,tablet,US,s_003550,2026-01-20T23:55:26+00:00
e_008373,u_00048,p_0051,toys,page_view,193.9,,0.0,mobile,AU,s_003967,2026-01-21T00:09:13+00:00
e_016362,u_00347,p_0044,toys,page_view,449.42,,0.0,mobile,DE,s_006172,2026-01-21T00:13:51+00:00
e_008195,u_00418,p_0052,grocery,add_to_cart,266.91,3,0.0,mobile,BR,s_002393,2026-01-21T00:21:26+00:00
e_004517,u_00012,p_0035,electronics,product_view,118.38,,0.0,desktop,US,s_005442,2026-01-21T00:28:37+00:00
e_010095,u_00289,p_0072,home,checkout,68.55,,0.0,mobile,CA,s_003622,2026-01-21T00:51:43+00:00
e_010264,u_00262,p_0042,home,remove_from_cart,127.08,,0.0,tablet,FR,s_003597,2026-01-21T01:18:28+00:00
e_011320,u_00100,p_0008,toys,checkout,114.12,,0.0,mobile,JP,s_001464,2026-01-21T01:29:12+00:00
e_016072,u_00488,p_0027,books,page_view,85.51,,0.0,mobile,FR,s_000093,2026-01-21T02:01:56+00:00
e_007777,u_00242,p_0004,apparel,page_view,297.29,,0.0,desktop,CA,s_001257,2026-01-21T02:16:41+00:00
e_014638,u_00296,p_0022,apparel,purchase,27.68,3,83.04,desktop,FR,s_001120,2026-01-21T02:34:37+00:00
e_010762,u_00062,p_0035,electronics,checkout,118.38,,0.0,mobile,JP,s_002935,2026-01-21T02:36:09+00:00
e_017923,u_00316,p_0029,sports,product_view,352.4,,0.0,tablet,CA,s_005999,2026-01-21T02:38:26+00:00
e_013632,u_00272,p_0042,home,product_view,127.08,,0.0,tablet,US,s_006266,2026-01-21T02:40:09+00:00
e_008438,u_00289,p_0011,home,purchase,350.58,2,701.16,tablet,DE,s_001709,2026-01-21T02:45:58+00:00
e_015899,u_00206,p_0074,home,product_view,136.2,,0.0,mobile,AU,s_002632,2026-01-21T02:48:00+00:00
e_007301,u_00089,p_0053,electronics,product_view,341.74,,0.0,mobile,FR,s_002480,2026-01-21T02:48:28+00:00
e_019085,u_00074,p_0014,books,checkout,55.59,,0.0,mobile,FR,s_004065,2026-01-21T02:51:10+00:00
e_010750,u_00420,p_0058,electronics,purchase,477.14,1,477.14,mobile,FR,s_000399,2026-01-21T02:53:35+00:00
e_005583,u_00363,p_0064,home,add_to_cart,271.99,2,0.0,mobile,BR,s_002478,2026-01-21T02:53:41+00:00
e_002659,u_00096,p_0001,apparel,product_view,17.38,,0.0,tablet,DE,s_003021,2026-01-21T03:28:56+00:00
e_001222,u_00166,p_0019,toys,product_view,44.01,,0.0,mobile,JP,s_000991,2026-01-21T03:32:20+00:00
e_011838,u_00073,p_0016,books,page_view,303.84,,0.0,tablet,BR,s_006108,2026-01-21T04:44:56+00:00
e_019985,u_00377,p_0015,toys,add_to_cart,52.87,1,0.0,mobile,FR,s_000801,2026-01-21T04:49:21+00:00
e_017318,u_00184,p_0070,apparel,page_view,47.4,,0.0,desktop,BR,s_004926,2026-01-21T04:56:55+00:00
e_016600,u_00166,p_0002,sports,product_view,126.22,,0.0,mobile,DE,s_006206,2026-01-21T05:40:19+00:00
e_004800,u_00400,p_0050,toys,add_to_cart,300.22,1,0.0,mobile,BR,s_004996,2026-01-21T05:53:28+00:00
e_015001,u_00373,p_0071,grocery,page_view,408.93,,0.0,tablet,US,s_003376,2026-01-21T06:04:02+00:00
e_005218,u_00483,p_0006,beauty,product_view,120.17,,0.0,mobile,US,s_005454,2026-01-21T06:11:10+00:00
e_000209,u_00411,p_0054,apparel,purchase,342.45,1,342.45,tablet,GB,s_002049,2026-01-21T06:21:03+00:00
e_011541,u_00445,p_0039,books,product_view,110.25,,0.0,desktop,DE,s_005534,2026-01-21T06:28:37+00:00
e_013518,u_00242,p_0035,electronics,product_view,118.38,,0.0,mobile,CA,s_003258,2026-01-21T06:30:24+00:00
e_009200,u_00252,p_0026,grocery,page_view,319.66,,0.0,mobile,AU,s_005307,2026-01-21T06:36:26+00:00
e_006045,u_00174,p_0063,beauty,add_to_cart,80.66,3,0.0,desktop,AU,s_005572,2026-01-21T06:48:47+00:00
e_008042,u_00061,p_0063,beauty,add_to_cart,80.66,2,0.0,tablet,JP,s_002993,2026-01-21T07:04:13+00:00
e_004134,u_00030,p_0002,sports,page_view,126.22,,0.0,desktop,US,s_004828,2026-01-21T08:32:43+00:00
e_002237,u_00066,p_0037,toys,page_view,137.53,,0.0,mobile,US,s_001016,2026-01-21T08:37:20+00:00
e_011697,u_00347,p_0011,home,purchase,350.58,3,1051.74,tablet,GB,s_003999,2026-01-21T08:47:31+00:00
e_000959,u_00316,p_0056,books,page_view,60.22,,0.0,mobile,US,s_000856,2026-01-21T08:55:50+00:00
e_001403,u_00108,p_0020,sports,checkout,415.56,,0.0,tablet,DE,s_005738,2026-01-21T09:57:12+00:00
e_008163,u_00188,p_0034,beauty,purchase,343.88,1,343.88,mobile,BR,s_004362,2026-01-21T10:15:20+00:00
e_012369,u_00299,p_0004,apparel,checkout,297.29,,0.0,tablet,FR,s_005989,2026-01-21T10:34:17+00:00
e_008456,u_00071,p_0002,sports,checkout,126.22,,0.0,tablet,DE,s_002741,2026-01-21T10:35:43+00:00
e_016199,u_00182,p_0063,beauty,product_view,80.66,,0.0,tablet,GB,s_004372,2026-01-21T10:42:20+00:00
e_007990,u_00263,p_0009,sports,product_view,405.67,,0.0,desktop,GB,s_001140,2026-01-21T10:43:17+00:00
e_005969,u_00023,p_0025,apparel,page_view,193.16,,0.0,desktop,FR,s_006239,2026-01-21T11:13:46+00:00
e_019756,u_00251,p_0049,home,add_to_cart,397.08,3,0.0,mobile,JP,s_005008,2026-01-21T11:21:34+00:00
e_009487,u_00192,p_0036,electronics,product_view,403.5,,0.0,mobile,BR,s_000367,2026-01-21T11:23:41+00:00
e_019829,u_00445,p_0006,beauty,product_view,120.17,,0.0,desktop,JP,s_006133,2026-01-21T11:30:28+00:00
e_008518,u_00263,p_0066,grocery,page_view,14.64,,0.0,mobile,DE,s_001729,2026-01-21T11:45:10+00:00
e_014559,u_00280,p_0042,home,add_to_cart,127.08,2,0.0,mobile,BR,s_006418,2026-01-21T11:50:32+00:00
e_015288,u_00058,p_0066,grocery,product_view,14.64,,0.0,desktop,FR,s_001874,2026-01-21T12:10:01+00:00
e_016198,u_00182,p_0069,beauty,product_view,439.61,,0.0,desktop,US,s_001365,2026-01-21T12:19:46+00:00
e_018351,u_00281,p_0065,electronics,product_view,301.48,,0.0,desktop,CA,s_002071,2026-01-21T13:31:27+00:00
e_013404,u_00456,p_0022,apparel,product_view,27.68,,0.0,tablet,DE,s_000076,2026-01-21T13:42:22+00:00
e_007152,u_00113,p_0002,sports,purchase,126.22,2,252.44,desktop,DE,s_006651,2026-01-21T14:45:35+00:00
e_013034,u_00002,p_0014,books,purchase,55.59,1,55.59,tablet,BR,s_000765,2026-01-21T14:49:42+00:00
e_014578,u_00072,p_0034,beauty,add_to_cart,343.88,1,0.0,mobile,JP,s_003548,2026-01-21T14:52:02+00:00
e_012416,u_00339,p_0012,books,checkout,142.55,,0.0,tablet,JP,s_004821,2026-01-21T14:59:00+00:00
e_008668,u_00283,p_0044,toys,add_to_cart,449.42,1,0.0,mobile,CA,s_000990,2026-01-21T15:40:21+00:00
e_014493,u_00334,p_0045,toys,purchase,184.19,2,368.38,desktop,DE,s_003954,2026-01-21T16:05:07+00:00
e_005896,u_00496,p_0062,sports,page_view,421.63,,0.0,desktop,US,s_002085,2026-01-21T16:07:41+00:00
e_000212,u_00453,p_0029,sports,checkout,352.4,,0.0,mobile,US,s_003399,2026-01-21T16:23:24+00:00
e_012794,u_00399,p_0071,grocery,page_view,408.93,,0.0,mobile,BR,s_005716,2026-01-21T17:05:57+00:00
e_005013,u_00127,p_0019,toys,product_view,44.01,,0.0,mobile,JP,s_004504,2026-01-21T17:10:28+00:00
e_019884,u_00022,p_0014,books,product_view,55.59,,0.0,desktop,BR,s_003309,2026-01-21T17:13:11+00:00
e_011387,u_00173,p_0062,sports,page_view,421.63,,0.0,desktop,DE,s_001154,2026-01-21T17:52:05+00:00
e_004270,u_00357,p_0069,beauty,page_view,439.61,,0.0,tablet,JP,s_005342,2026-01-21T17:59:16+00:00
e_011669,u_00228,p_0074,home,product_view,136.2,,0.0,desktop,GB,s_002242,2026-01-21T18:10:59+00:00
e_011151,u_00151,p_0001,apparel,product_view,17.38,,0.0,desktop,US,s_004162,2026-01-21T18:13:47+00:00
e_006743,u_00032,p_0079,grocery,product_view,64.9,,0.0,mobile,GB,s_001706,2026-01-21T18:23:02+00:00
e_002264,u_00374,p_0039,books,product_view,110.25,,0.0,tablet,GB,s_000797,2026-01-21T19:00:31+00:00
e_018916,u_00139,p_0056,books,page_view,60.22,,0.0,mobile,GB,s_004598,2026-01-21T19:05:13+00:00
e_004279,u_00046,p_0072,home,product_view,68.55,,0.0,tablet,DE,s_004306,2026-01-21T19:08:25+00:00
e_004224,u_00219,p_0066,grocery,page_view,14.64,,0.0,desktop,CA,s_006092,2026-01-21T19:21:25+00:00
e_015337,u_00438,p_0060,home,remove_from_cart,256.3,,0.0,desktop,GB,s_001705,2026-01-21T19:37:44+00:00
e_000398,u_00096,p_0063,beauty,page_view,80.66,,0.0,mobile,BR,s_005075,2026-01-21T19:41:35+00:00
e_000546,u_00151,p_0048,apparel,page_view,80.66,,0.0,mobile,CA,s_003855,2026-01-21T20:18:19+00:00
e_009891,u_00036,p_0032,beauty,purchase,85.88,3,257.64,tablet,GB,s_001883,2026-01-21T20:33:07+00:00
e_018820,u_00309,p_0037,toys,remove_from_cart,137.53,,0.0,desktop,DE,s_001350,2026-01-21T20:38:33+00:00
e_018376,u_00466,p_0001,apparel,product_view,17.38,,0.0,desktop,US,s_000408,2026-01-21T20:39:57+00:00
e_016374,u_00263,p_0007,electronics,product_view,282.82,,0.0,tablet,AU,s_000168,2026-01-21T20:50:27+00:00
e_006933,u_00471,p_0068,sports,product_view,123.53,,0.0,mobile,FR,s_005795,2026-01-21T21:22:58+00:00
e_000610,u_00490,p_0049,home,product_view,397.08,,0.0,tablet,AU,s_004524,2026-01-21T21:28:22+00:00
e_016080,u_00396,p_0016,books,page_view,303.84,,0.0,mobile,FR,s_001840,2026-01-21T21:32:40+00:00
e_006392,u_00075,p_0051,toys,page_view,193.9,,0.0,tablet,CA,s_006493,2026-01-21T21:36:35+00:00
e_019351,u_00347,p_0021,books,add_to_cart,290.79,3,0.0,mobile,FR,s_001095,2026-01-21T21:45:36+00:00
e_005046,u_00221,p_0020,sports,page_view,415.56,,0.0,tablet,JP,s_004007,2026-01-21T21:46:26+00:00
e_014862,u_00397,p_0037,toys,product_view,137.53,,0.0,mobile,US,s_006659,2026-01-21T21:48:44+00:00
e_008328,u_00159,p_0044,toys,page_view,449.42,,0.0,tablet,JP,s_003060,2026-01-21T22:15:35+00:00
e_010233,u_00440,p_0051,toys,page_view,193.9,,0.0,tablet,JP,s_005471,2026-01-21T22:24:56+00:00
e_004405,u_00329,p_0011,home,product_view,350.58,,0.0,mobile,AU,s_001604,2026-01-21T23:04:21+00:00
e_002984,u_00370,p_0066,grocery,page_view,14.64,,0.0,mobile,GB,s_000010,2026-01-21T23:04:38+00:00
e_019960,u_00182,p_0018,apparel,page_view,486.69,,0.0,tablet,BR,s_006611,2026-01-21T23:17:25+00:00
e_011262,u_00409,p_0020,sports,product_view,415.56,,0.0,tablet,US,s_001686,2026-01-21T23:30:22+00:00
e_012825,u_00295,p_0039,books,page_view,110.25,,0.0,mobile,GB,s_006288,2026-01-21T23:34:25+00:00
e_009982,u_00054,p_0016,books,product_view,303.84,,0.0,mobile,DE,s_003449,2026-01-21T23:40:21+00:00
e_015756,u_00268,p_0037,toys,add_to_cart,137.53,2,0.0,tablet,FR,s_001730,2026-01-21T23:53:23+00:00
e_000548,u_00196,p_0016,books,checkout,303.84,,0.0,tablet,FR,s_003385,2026-01-21T23:53:38+00:00
e_010372,u_00269,p_0049,home,product_view,397.08,,0.0,tablet,CA,s_002238,2026-01-21T23:54:46+00:00
e_001346,u_00170,p_0030,apparel,checkout,306.52,,0.0,mobile,DE,s_001687,2026-01-22T00:00:21+00:00
e_008346,u_00432,p_0059,sports,purchase,486.08,3,1458.24,mobile,JP,s_000550,2026-01-22T00:48:56+00:00
e_004056,u_00476,p_0042,home,product_view,127.08,,0.0,mobile,CA,s_001172,2026-01-22T01:31:18+00:00
e_012102,u_00378,p_0071,grocery,product_view,408.93,,0.0,desktop,DE,s_003827,2026-01-22T01:39:15+00:00
e_017438,u_00101,p_0048,apparel,page_view,80.66,,0.0,mobile,FR,s_006344,2026-01-22T01:40:58+00:00
e_003605,u_00398,p_0072,home,purchase,68.55,3,205.65,mobile,DE,s_006650,2026-01-22T02:08:42+00:00
e_009436,u_00471,p_0071,grocery,product_view,408.93,,0.0,desktop,AU,s_000270,2026-01-22T02:24:54+00:00
e_015674,u_00416,p_0069,beauty,checkout,439.61,,0.0,mobile,JP,s_001055,2026-01-22T02:27:50+00:00
e_009212,u_00367,p_0015,toys,checkout,52.87,,0.0,desktop,BR,s_001239,2026-01-22T02:44:18+00:00
e_006815,u_00425,p_0026,grocery,product_view,319.66,,0.0,mobile,FR,s_006432,2026-01-22T02:54:18+00:00
e_013384,u_00270,p_0041,grocery,purchase,75.72,3,227.16,desktop,BR,s_001391,2026-01-22T03:21:33+00:00
e_000984,u_00137,p_0042,home,product_view,127.08,,0.0,tablet,JP,s_002271,2026-01-22T03:36:14+00:00
e_014025,u_00321,p_0016,books,product_view,303.84,,0.0,desktop,CA,s_005993,2026-01-22T03:37:09+00:00
e_019625,u_00281,p_0068,sports,product_view,123.53,,0.0,desktop,AU,s_004677,2026-01-22T03:38:34+00:00
e_000502,u_00026,p_0039,books,page_view,110.25,,0.0,mobile,BR,s_001259,2026-01-22T04:01:19+00:00
e_001905,u_00249,p_0050,toys,add_to_cart,300.22,1,0.0,tablet,JP,s_003461,2026-01-22T04:04:55+00:00
e_018443,u_00138,p_0033,toys,remove_from_cart,138.62,,0.0,mobile,AU,s_000136,2026-01-22T04:18:45+00:00
e_000796,u_00437,p_0020,sports,remove_from_cart,415.56,,0.0,desktop,CA,s_006059,2026-01-22T04:19:52+00:00
e_010704,u_00447,p_0040,grocery,remove_from_cart,200.84,,0.0,tablet,GB,s_006275,2026-01-22T04:21:31+00:00
e_000582,u_00347,p_0062,sports,product_view,421.63,,0.0,tablet,JP,s_001218,2026-01-22T04:35:35+00:00
e_013303,u_00076,p_0051,toys,add_to_cart,193.9,3,0.0,tablet,BR,s_002853,2026-01-22T05:08:23+00:00
e_006499,u_00093,p_0049,home,add_to_cart,397.08,3,0.0,tablet,CA,s_002989,2026-01-22T05:21:59+00:00
e_001536,u_00329,p_0062,sports,product_view,421.63,,0.0,mobile,JP,s_001351,2026-01-22T05:34:36+00:00
e_001094,u_00496,p_0040,grocery,page_view,200.84,,0.0,tablet,US,s_006058,2026-01-22T05:34:59+00:00
e_006914,u_00160,p_0040,grocery,product_view,200.84,,0.0,tablet,DE,s_000318,2026-01-22T05:38:34+00:00
e_015380,u_00057,p_0061,apparel,product_view,435.91,,0.0,mobile,CA,s_004571,2026-01-22T06:20:22+00:00
e_013109,u_00043,p_0003,home,page_view,369.55,,0.0,mobile,GB,s_006590,2026-01-22T06:24:58+00:00
e_005209,u_00049,p_0046,home,checkout,257.22,,0.0,tablet,CA,s_003071,2026-01-22T06:45:49+00:00
e_007993,u_00463,p_0039,books,product_view,110.25,,0.0,tablet,BR,s_001446,2026-01-22T06:54:14+00:00
e_004928,u_00246,p_0047,apparel,page_view,379.11,,0.0,mobile,CA,s_005936,2026-01-22T06:54:15+00:00
e_012845,u_00101,p_0004,apparel,purchase,297.29,1,297.29,mobile,JP,s_004781,2026-01-22T07:00:03+00:00
e_015541,u_00258,p_0024,apparel,product_view,428.38,,0.0,tablet,US,s_000948,2026-01-22T07:05:18+00:00
e_017547,u_00436,p_0072,home,product_view,68.55,,0.0,tablet,GB,s_002876,2026-01-22T07:17:39+00:00
e_005055,u_00340,p_0004,apparel,checkout,297.29,,0.0,mobile,CA,s_000761,2026-01-22T07:25:40+00:00
e_012288,u_00270,p_0031,home,remove_from_cart,269.4,,0.0,desktop,CA,s_006183,2026-01-22T07:33:48+00:00
e_019469,u_00025,p_0030,apparel,product_view,306.52,,0.0,mobile,AU,s_006311,2026-01-22T08:09:11+00:00
e_019798,u_00277,p_0017,electronics,page_view,366.22,,0.0,desktop,BR,s_002267,2026-01-22T08:21:40+00:00
e_010540,u_00355,p_0050,toys,page_view,300.22,,0.0,tablet,US,s_002119,2026-01-22T08:33:46+00:00
e_000439,u_00045,p_0031,home,page_view,269.4,,0.0,mobile,CA,s_003715,2026-01-22T08:54:14+00:00
e_010857,u_00391,p_0016,books,page_view,303.84,,0.0,tablet,FR,s_000928,2026-01-22T08:56:55+00:00
e_001004,u_00229,p_0052,grocery,add_to_cart,266.91,1,0.0,mobile,CA,s_002674,2026-01-22T08:57:02+00:00
e_016119,u_00262,p_0039,books,purchase,110.25,2,220.5,desktop,CA,s_004001,2026-01-22T09:07:12+00:00
e_008825,u_00447,p_0001,apparel,page_view,17.38,,0.0,desktop,GB,s_001048,2026-01-22T09:11:09+00:00
e_015321,u_00383,p_0009,sports,checkout,405.67,,0.0,desktop,DE,s_000452,2026-01-22T09:22:47+00:00
e_012083,u_00366,p_0001,apparel,add_to_cart,17.38,3,0.0,desktop,JP,s_000436,2026-01-22T09:50:12+00:00
e_006260,u_00166,p_0009,sports,purchase,405.67,3,1217.01,desktop,GB,s_002905,2026-01-22T09:58:25+00:00
e_005643,u_00287,p_0046,home,page_view,257.22,,0.0,tablet,FR,s_001523,2026-01-22T10:13:11+00:00
e_016968,u_00423,p_0003,home,product_view,369.55,,0.0,desktop,DE,s_005708,2026-01-22T10:19:36+00:00
e_012683,u_00083,p_0065,electronics,product_view,301.48,,0.0,mobile,AU,s_002339,2026-01-22T10:50:09+00:00
e_011206,u_00478,p_0019,toys,product_view,44.01,,0.0,desktop,CA,s_000014,2026-01-22T10:51:34+00:00
e_006452,u_00415,p_0073,grocery,purchase,473.69,3,1421.07,mobile,AU,s_000092,2026-01-22T10:57:21+00:00
e_007846,u_00032,p_0077,toys,remove_from_cart,497.6,,0.0,mobile,BR,s_005259,2026-01-22T11:09:06+00:00
e_010776,u_00488,p_0058,electronics,page_view,477.14,,0.0,mobile,AU,s_005644,2026-01-22T11:38:43+00:00
e_006444,u_00069,p_0061,apparel,page_view,435.91,,0.0,desktop,DE,s_002024,2026-01-22T11:39:46+00:00
e_014371,u_00200,p_0075,toys,add_to_cart,482.36,2,0.0,mobile,JP,s_002799,2026-01-22T11:47:59+00:00
e_006385,u_00497,p_0041,grocery,add_to_cart,75.72,2,0.0,tablet,CA,s_006113,2026-01-22T12:14:44+00:00
e_012753,u_00214,p_0066,grocery,add_to_cart,14.64,3,0.0,tablet,CA,s_002291,2026-01-22T12:24:52+00:00
e_016659,u_00392,p_0004,apparel,product_view,297.29,,0.0,desktop,JP,s_003067,2026-01-22T12:40:24+00:00
e_009099,u_00132,p_0080,beauty,add_to_cart,36.69,1,0.0,desktop,JP,s_005882,2026-01-22T12:53:04+00:00
e_007681,u_00305,p_0006,beauty,checkout,120.17,,0.0,mobile,US,s_005328,2026-01-22T13:19:13+00:00
e_006684,u_00095,p_0034,beauty,page_view,343.88,,0.0,desktop,AU,s_002133,2026-01-22T13:35:39+00:00
e_001134,u_00411,p_0028,books,checkout,108.71,,0.0,tablet,FR,s_002648,2026-01-22T13:37:26+00:00
e_008183,u_00287,p_0010,electronics,checkout,380.61,,0.0,mobile,AU,s_003707,2026-01-22T14:07:04+00:00
e_005790,u_00444,p_0032,beauty,page_view,85.88,,0.0,desktop,FR,s_002025,2026-01-22T14:19:12+00:00
e_012965,u_00039,p_0034,beauty,product_view,343.88,,0.0,mobile,CA,s_005704,2026-01-22T14:25:37+00:00
e_017780,u_00332,p_0023,beauty,checkout,387.67,,0.0,desktop,DE,s_003508,2026-01-22T14:36:42+00:00
e_017612,u_00105,p_0076,beauty,page_view,357.91,,0.0,desktop,AU,s_005231,2026-01-22T14:41:05+00:00
e_010563,u_00432,p_0030,apparel,purchase,306.52,3,919.56,desktop,BR,s_003263,2026-01-22T14:42:01+00:00
e_014059,u_00038,p_0057,toys,add_to_cart,83.29,1,0.0,mobile,JP,s_002332,2026-01-22T14:44:48+00:00
e_005983,u_00396,p_0014,books,product_view,55.59,,0.0,mobile,DE,s_004668,2026-01-22T14:55:36+00:00
e_007533,u_00119,p_0031,home,page_view,269.4,,0.0,tablet,GB,s_006341,2026-01-22T15:24:04+00:00
e_001062,u_00241,p_0071,grocery,add_to_cart,408.93,3,0.0,mobile,GB,s_004151,2026-01-22T15:30:27+00:00
e_016268,u_00138,p_0040,grocery,page_view,200.84,,0.0,tablet,CA,s_005283,2026-01-22T15:36:37+00:00
e_007487,u_00197,p_0062,sports,checkout,421.63,,0.0,mobile,AU,s_004289,2026-01-22T15:45:11+00:00
e_008297,u_00181,p_0043,sports,product_view,374.77,,0.0,mobile,JP,s_003309,2026-01-22T15:51:23+00:00
e_007796,u_00012,p_0023,beauty,checkout,387.67,,0.0,tablet,BR,s_002162,2026-01-22T15:56:00+00:00
e_004799,u_00171,p_0062,sports,page_view,421.63,,0.0,mobile,AU,s_004865,2026-01-22T15:57:57+00:00
e_010513,u_00111,p_0009,sports,product_view,405.67,,0.0,desktop,DE,s_003398,2026-01-22T16:05:27+00:00
e_002831,u_00297,p_0017,electronics,page_view,366.22,,0.0,mobile,AU,s_003051,2026-01-22T16:11:58+00:00
e_011718,u_00190,p_0031,home,product_view,269.4,,0.0,tablet,CA,s_006567,2026-01-22T16:42:35+00:00
e_006944,u_00147,p_0019,toys,purchase,44.01,1,44.01,desktop,FR,s_002255,2026-01-22T16:46:55+00:00
e_008695,u_00320,p_0025,apparel,page_view,193.16,,0.0,desktop,CA,s_003596,2026-01-22T16:57:51+00:00
e_000480,u_00337,p_0021,books,page_view,290.79,,0.0,desktop,FR,s_004372,2026-01-22T17:06:23+00:00
e_006829,u_00275,p_0013,beauty,checkout,478.82,,0.0,desktop,FR,s_000961,2026-01-22T17:16:39+00:00
e_001970,u_00139,p_0043,sports,product_view,374.77,,0.0,tablet,CA,s_006537,2026-01-22T17:43:22+00:00
e_011874,u_00040,p_0001,apparel,page_view,17.38,,0.0,tablet,FR,s_005310,2026-01-22T17:44:49+00:00
e_001534,u_00487,p_0012,books,product_view,142.55,,0.0,desktop,DE,s_003281,2026-01-22T17:55:41+00:00
e_014971,u_00459,p_0031,home,product_view,269.4,,0.0,tablet,AU,s_005462,2026-01-22T18:18:23+00:00
e_003132,u_00089,p_0032,beauty,purchase,85.88,1,85.88,mobile,AU,s_001726,2026-01-22T18:25:27+00:00
e_016478,u_00289,p_0078,books,add_to_cart,221.86,1,0.0,desktop,GB,s_000451,2026-01-22T18:26:40+00:00
e_017420,u_00365,p_0019,toys,add_to_cart,44.01,1,0.0,tablet,GB,s_000757,2026-01-22T18:29:30+00:00
e_013266,u_00361,p_0066,grocery,checkout,14.64,,0.0,tablet,JP,s_000656,2026-01-22T19:07:10+00:00
e_016227,u_00476,p_0050,toys,add_to_cart,300.22,1,0.0,desktop,DE,s_000640,2026-01-22T19:09:26+00:00
e_011989,u_00109,p_0042,home,page_view,127.08,,0.0,desktop,GB,s_004711,2026-01-22T19:22:45+00:00
e_012010,u_00470,p_0017,electronics,page_view,366.22,,0.0,desktop,BR,s_006292,2026-01-22T19:35:23+00:00
e_009366,u_00187,p_0033,toys,product_view,138.62,,0.0,desktop,DE,s_004344,2026-01-22T19:47:26+00:00
e_017714,u_00337,p_0047,apparel,product_view,379.11,,0.0,mobile,DE,s_005513,2026-01-22T19:53:40+00:00
e_011487,u_00175,p_0059,sports,purchase,486.08,2,972.16,mobile,JP,s_004085,2026-01-22T20:48:25+00:00
e_008715,u_00024,p_0005,electronics,add_to_cart,19.75,3,0.0,tablet,AU,s_005002,2026-01-22T20:48:48+00:00
e_005837,u_00076,p_0076,beauty,page_view,357.91,,0.0,desktop,US,s_005174,2026-01-22T21:26:50+00:00
e_014565,u_00291,p_0040,grocery,purchase,200.84,3,602.52,tablet,US,s_005233,2026-01-22T21:33:49+00:00
e_012448,u_00260,p_0036,electronics,page_view,403.5,,0.0,desktop,JP,s_005174,2026-01-22T22:24:46+00:00
e_002246,u_00445,p_0015,toys,remove_from_cart,52.87,,0.0,mobile,DE,s_001961,2026-01-22T22:45:01+00:00
e_005027,u_00104,p_0080,beauty,purchase,36.69,2,73.38,desktop,GB,s_002460,2026-01-23T00:19:42+00:00
e_007642,u_00001,p_0077,toys,purchase,497.6,2,995.2,tablet,CA,s_001400,2026-01-23T00:40:44+00:00
e_005696,u_00064,p_0062,sports,page_view,421.63,,0.0,tablet,JP,s_006340,2026-01-23T01:09:02+00:00
e_017598,u_00174,p_0057,toys,product_view,83.29,,0.0,desktop,DE,s_003453,2026-01-23T01:14:21+00:00
e_007462,u_00016,p_0017,electronics,add_to_cart,366.22,3,0.0,tablet,CA,s_006426,2026-01-23T01:17:18+00:00
